,bq_id,bq_year,bq_terminate_any_ind,bq_final_filing_any_ind,bq_fail_trans_contrib_pens_ind,bq_fail_trans_contrib_welf_ind,bq_fail_provide_benf_due_pens_ind,bq_fail_provide_benf_due_welf_ind,bq_vol_delinquent_filer_pgrm_ind,bq_amended_ind,bq_profit_plan_no_co_contribs_ind,bq_no_co_contribs_ind,bq_no_tot_contribs_ind,bq_pens_negative_contrib_ind,bq_terminate_pens_ind,bq_final_filing_pens_ind,bq_no_profit_sharing_ind,bq_fail_trans_contrib_any_ind,bq_fail_provide_benf_due_any_ind,bq_health_insurance_ind,bq_dental_insurance_ind,bq_vision_insurance_ind,bq_life_insurance_ind,bq_long_term_dis_insurance_ind,bq_temp_disability_insurance_ind,bq_supp_unemploy_ins_ind,bq_death_benefits_ind,bq_prepaid_legal_ind,bq_scholarship_funded_ind,bq_severance_pay_ind,bq_apprentice_and_training_ind,bq_welf_only_ind,bq_welf_ez_only_ind,bq_defined_contrib_pens_ind,bq_defined_benefit_pens_ind,bq_profit_sharing_ind,bq_code_section_401k_ind,bq_stock_bonus_ind,bq_comp_contribute_pens_ind,bq_target_benefit_plan_ind,bq_money_purchase_plan_ind,bq_plan_ins_fdlty_bond_ind,bq_pens_only_ind,bq_ez_only_ind,bq_growth_tot_contrib_per_emp_curr_a_1yr_ind,bq_growth_tot_contrib_pens_amt_a_1yr_ind,bq_growth_co_contrib_pens_amt_a_1yr_ind,bq_growth_co_contrib_per_emp_curr_a_1yr_ind,bq_growth_emp_contrib_pens_amt_a_1yr_ind,bq_growth_emp_contrib_per_emp_curr_a_1yr_ind,bq_growth_revenue_1yr_ind,bq_growth_ebitda_1yr_ind,bq_growth_cor_1yr_ind,bq_growth_net_income_1yr_ind,bq_growth_gross_profit_1yr_ind,bq_growth_total_assets_1yr_ind,bq_growth_operating_expenses_1yr_ind,bq_growth_operating_income_1yr_ind,bq_growth_tax_and_interest_1yr_ind,bq_growth_revenue_per_emp_1yr_ind,bq_growth_ebitda_per_emp_1yr_ind,bq_growth_cor_per_emp_1yr_ind,bq_growth_net_income_per_emp_1yr_ind,bq_growth_gross_profit_per_emp_1yr_ind,bq_growth_total_assets_per_emp_1yr_ind,bq_growth_operating_expenses_per_emp_1yr_ind,bq_growth_operating_income_per_emp_1yr_ind,bq_growth_tax_and_interest_per_emp_1yr_ind,bq_growth_savings_score_1yr_ind,bq_growth_welfare_score_1yr_ind,bq_growth_retirement_score_1yr_ind,bq_growth_credit_score_1yr_ind,bq_growth_benefits_score_1yr_ind,bq_growth_smb_default_score_1yr_ind,bq_revenue,bq_ebitda,bq_cor,bq_net_income,bq_gross_profit,bq_total_assets,bq_operating_expenses,bq_operating_income,bq_tax_and_interest,bq_gross_profit_margin,bq_ebitda_margin,bq_asset_turnover,bq_net_profit_margin,bq_return_on_assets,bq_return_on_sales,bq_revenue_per_emp,bq_ebitda_per_emp,bq_cor_per_emp,bq_net_income_per_emp,bq_gross_profit_per_emp,bq_total_assets_per_emp,bq_operating_expenses_per_emp,bq_operating_income_per_emp,bq_tax_and_interest_per_emp
273,587026382,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255982.0,430195.0,1627582.0,174891.0,1628400.0,2803139.0,1370895.0,257505.0,82614.0,0.5001256149450458,0.13212450191677966,1.1615485354097674,0.05371374903178212,0.06239112651923433,0.07908673942300662,125230.0,16545.0,62599.0,6726.0,62630.0,107813.0,52726.0,9904.0,3177.0
274,587026382,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
275,587026382,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
276,587026382,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
277,587026382,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
278,946488153,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982199.0,182776.0,561721.0,70715.0,420478.0,990183.0,300285.0,120193.0,49478.0,0.42809858287373537,0.18608856250108166,0.9919368439975236,0.07199661168459752,0.0714160917729349,0.12237133208239878,245549.0,45694.0,140430.0,17678.0,105119.0,247545.0,75071.0,30048.0,12369.0
279,946488153,2019,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526778.0,89791.0,286412.0,39789.0,240366.0,429514.0,192999.0,47367.0,7578.0,0.4562946820102586,0.17045320799274075,1.2264512914596497,0.07553276712391177,0.09263725978664256,0.08991833371932767,131694.0,22447.0,71603.0,9947.0,60091.0,107378.0,48249.0,11841.0,1894.0
280,946488153,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001878.0,191501.0,579970.0,92819.0,421908.0,977198.0,314183.0,107725.0,14906.0,0.4211171420073103,0.1911420352577859,1.0252558846825308,0.09264501266621283,0.09498484442252236,0.10752307167140113,250469.0,47875.0,144992.0,23204.0,105477.0,244299.0,78545.0,26931.0,3726.0
281,946488153,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894841.0,186187.0,500531.0,90639.0,394310.0,934919.0,281600.0,112710.0,22071.0,0.4406481151400081,0.20806713147922368,0.9571321151885884,0.1012906203448434,0.09694850569942423,0.1259553373169088,223710.0,46546.0,125132.0,22659.0,98577.0,233729.0,70400.0,28177.0,5517.0
282,946488153,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
283,946488153,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906529.0,174562.0,507911.0,79250.0,398618.0,926583.0,290476.0,108142.0,28892.0,0.4397189720350921,0.19256085574758225,0.9783570387110492,0.08742136214064856,0.08552930498401115,0.11929237785001914,226632.0,43640.0,126977.0,19812.0,99654.0,231645.0,72619.0,27035.0,7223.0
284,946488153,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860711.0,155649.0,490798.0,72246.0,369913.0,828488.0,290099.0,79814.0,7568.0,0.4297760804730043,0.1808377027829318,1.0388937437838568,0.08393758183641199,0.08720222863819392,0.0927303124974585,215177.0,38912.0,122699.0,18061.0,92478.0,207122.0,72524.0,19953.0,1892.0
285,946488153,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
286,946488153,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
287,946488153,2011,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
288,946488153,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
289,599880112,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388251.0,609756.0,480292.0,166290.0,907959.0,3660167.0,619175.0,288784.0,122494.0,0.6540308632948941,0.4392260477392057,0.3792862456822325,0.1197838143102364,0.04543235322322725,0.2080200194345259,462750.0,203252.0,160097.0,55430.0,302653.0,1220055.0,206391.0,96261.0,40831.0
290,599880112,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081250.0,523036.0,267170.0,128307.0,814080.0,3068916.0,568859.0,245221.0,116914.0,0.7529063583815029,0.4837327167630058,0.3523231004041818,0.11866543352601155,0.04180857345069073,0.2267939884393064,360416.0,174345.0,89056.0,42769.0,271360.0,1022972.0,189619.0,81740.0,38971.0
291,599880112,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175439.0,560484.0,337264.0,153143.0,838175.0,3218567.0,597110.0,241065.0,87922.0,0.7130740089447432,0.4768295079540495,0.3652056955781873,0.13028579109592245,0.04758111296114078,0.20508507885139085,391813.0,186828.0,112421.0,51047.0,279391.0,1072855.0,199036.0,80355.0,29307.0
292,599880112,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069727.0,495576.0,277235.0,108530.0,792492.0,2692413.0,593760.0,198732.0,90202.0,0.7408357459426564,0.4632733398334342,0.39731163086792404,0.10145579199178856,0.04030956617725438,0.18577824061653114,356575.0,165192.0,92411.0,36176.0,264164.0,897471.0,197920.0,66244.0,30067.0
293,599880112,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182464.0,526834.0,359738.0,136867.0,822726.0,3103878.0,573713.0,249013.0,112146.0,0.6957725562892401,0.4455391453777874,0.3809634270419134,0.11574728702100022,0.044095483134324216,0.2105882293245291,394154.0,175611.0,119912.0,45622.0,274242.0,1034626.0,191237.0,83004.0,37382.0
294,599880112,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398349.0,610299.0,492888.0,162764.0,905461.0,3691313.0,612864.0,292597.0,129833.0,0.6475214699620767,0.4364425476043534,0.3788215737868883,0.11639726563254238,0.04409379535141019,0.20924461632968594,466116.0,203433.0,164296.0,54254.0,301820.0,1230437.0,204288.0,97532.0,43277.0
295,661682513,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28033745.0,1718326.0,21120936.0,529598.0,6912809.0,11913333.0,5826489.0,1086320.0,556722.0,0.24658885211376505,0.061294914396917,2.3531403848108665,0.01889144671894533,0.044454226201853,0.03875044165522658,549681.0,33692.0,414136.0,10384.0,135545.0,233594.0,114244.0,21300.0,10916.0
296,661682513,2015,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434014.0,95243.0,1146222.0,28657.0,287792.0,666171.0,231087.0,56705.0,28048.0,0.20068981195441607,0.06641706426854968,2.152621474065968,0.019983765848868986,0.04301748349898149,0.0395428496513981,478004.0,31747.0,382074.0,9552.0,95930.0,222057.0,77029.0,18901.0,9349.0
297,661682513,2016,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16314590.0,1061864.0,12504639.0,334437.0,3809951.0,7290784.0,3142305.0,667646.0,333209.0,0.2335302940496819,0.06508677202430463,2.237700362539885,0.0204992586390464,0.045871198488393015,0.04092324722840108,494381.0,32177.0,378928.0,10134.0,115453.0,220932.0,95221.0,20231.0,10097.0
298,661682513,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19670610.0,872801.0,15475608.0,254539.0,4195002.0,7147957.0,3736680.0,458322.0,203783.0,0.2132624255170531,0.04437081513994736,2.75192058374162,0.012940066423969566,0.03561003514710566,0.023299836659869733,479770.0,21287.0,377453.0,6208.0,102317.0,174340.0,91138.0,11178.0,4970.0
299,661682513,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14333843.0,932501.0,10982550.0,309999.0,3351293.0,6381532.0,2801971.0,549322.0,239323.0,0.23380282594137525,0.06505589603569678,2.2461444994712867,0.02162706819099386,0.048577520256891285,0.038323427987874574,530883.0,34537.0,406761.0,11481.0,124121.0,236353.0,103776.0,20345.0,8863.0
300,661682513,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17235588.0,1005702.0,13191008.0,281655.0,4044580.0,7600194.0,3343480.0,701100.0,419445.0,0.2346644628544149,0.058350315637621414,2.267782638180025,0.01634147903744276,0.037058922443295526,0.04067746339724528,555986.0,32442.0,425516.0,9085.0,130470.0,245167.0,107854.0,22616.0,13530.0
301,331216299,2017,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
302,331216299,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
303,331216299,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
304,331216299,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
305,331216299,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
306,331216299,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
307,331216299,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
308,331216299,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
309,331216299,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
310,331216299,2011,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
311,331216299,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
312,388943685,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188221.0,276017.0,1764400.0,101134.0,423821.0,2025693.0,273919.0,149902.0,48768.0,0.1936829049716642,0.12613762503878725,1.0802332831282924,0.046217452441960835,0.04992563038920508,0.06850404963666833,437644.0,55203.0,352880.0,20226.0,84764.0,405138.0,54783.0,29980.0,9753.0
313,388943685,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
314,388943685,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
315,388943685,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552266.0,316614.0,2070607.0,123167.0,481659.0,2278178.0,309679.0,171980.0,48813.0,0.18871818219574293,0.12405211682481372,1.1203101776946314,0.04825790101815406,0.05406381766481811,0.06738325864153658,425377.0,52769.0,345101.0,20527.0,80276.0,379696.0,51613.0,28663.0,8135.0
316,388943685,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600048.0,318835.0,2095676.0,123379.0,504372.0,2357610.0,338717.0,165655.0,42276.0,0.19398564949570168,0.122626582278481,1.1028321053948702,0.0474525854907294,0.052332234763171184,0.06371228531165578,433341.0,53139.0,349279.0,20563.0,84062.0,392935.0,56452.0,27609.0,7046.0
317,388943685,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
318,388943685,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
319,388943685,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
320,388943685,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429989.0,282630.0,1981735.0,100192.0,448254.0,2249231.0,318277.0,129977.0,29785.0,0.18446750170474024,0.11630916847771736,1.080364355639772,0.04123146236464445,0.04454500226966461,0.053488719496261085,404998.0,47105.0,330289.0,16698.0,74709.0,374871.0,53046.0,21662.0,4964.0
321,388943685,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514921.0,307283.0,2038846.0,115033.0,476075.0,2316395.0,313301.0,162774.0,47741.0,0.18930018080090785,0.12218395726943312,1.0857047265254849,0.04574020416545888,0.04966035585467937,0.06472330542390795,419153.0,51213.0,339807.0,19172.0,79345.0,386065.0,52216.0,27129.0,7956.0
322,388943685,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513047.0,307669.0,2026431.0,123140.0,486616.0,2217403.0,317845.0,168771.0,45631.0,0.19363585320927146,0.12242866926086142,1.1333289438140022,0.049000277352552496,0.0555334325785615,0.06715791626658793,418841.0,51278.0,337738.0,20523.0,81102.0,369567.0,52974.0,28128.0,7605.0
323,381525472,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27404355.0,1572485.0,23313833.0,681187.0,4090522.0,8276029.0,3096487.0,994035.0,312848.0,0.1492653996052817,0.05738084330027107,3.311292770965399,0.0248568886222646,0.08230843560359685,0.03627288436454717,334199.0,19176.0,284315.0,8307.0,49884.0,100927.0,37762.0,12122.0,3815.0
